ST	aroC	dnaN	hemD	hisD	purE	sucA	thrA	SEROTYPE	eBG
1888	445	425	333	68	296	418	249		
1889	291	430	43	143	90	426	1	Lagos	
1890	18	7	47	9	5	427	12	Stanleyville	
1891	152	14	344	551	89	313	2		
1901	10	7	343	9	5	9	2		
1916	453	431	10	552	471	39	82	Goverdhan	
1917	92	137	8	524	206	313	330		
1918	5	2	3	7	64	6	11		4
1919	1	1	1	1	1	1	9	Typhi	13
1920	10	7	12	553	5	9	2	Typhimurium	1
1921	10	432	12	9	5	9	2	Typhimurium	
1922	10	7	12	554	5	9	2	Typhimurium	1
1923	173	293	21	91	115	12	293	Senftenberg	
1924	173	6	8	8	7	8	13	Senftenberg	55
1925	454	2	3	7	6	6	11	Enteritidis	4
1928	197	187	10	234	8	9	22	Corvallis	236
1932	5	3	7	9	6	3	7	Haifa	
1934	5	21	18	33	6	12	480	Saintpaul	
1935	10	71	12	12	190	9	18	Kottbus	
1936	10	7	3	9	5	19	2	Typhimurium	1
1937	12	2	10	14	11	10	16	Braenderup	
1938	45	4	8	555	27	56	8		11
1939	45	4	8	44	27	430	8		11
1940	5	2	3	7	6	431	11		4
1941	117	135	21	12	76	162	38	Livingstone	
1942	13	140	25	526	12	13	4	Ruiru	
1943	15	222	3	131	6	180	338	Mishmarhaemek	
1954	11	10	25	42	337	13	4	Chester	
1955	17	18	22	17	90	21	19	Infantis	
1956	147	13	346	123	15	19	17		
1958	10	19	12	9	5	434	2	Typhimurium	1
1959	313	445	3	507	480	388	333		
1960	14	2	78	236	31	161	281		
1961	5	2	3	7	31	41	2		
1963	10	19	12	9	5	469	2	Typhimurium	
1964	14	210	377	14	38	470	12	Typhimurium	
1965	11	10	25	42	10	13	4	Chester	
1966	11	10	25	42	334	13	4	Chester	
1974	5	2	378	7	6	6	11	Enteritidis	
2015	5	14	18	561	36	12	12	Coeln	
2026	2	2	43	7	162	9	17		
2039	2	2	9	7	105	19	86		73
2278	11	41	55	42	515	58	4	Montevideo	
2279	13	11	16	15	12	490	4	Oranienburg	
2297	10	7	12	9	528	9	2	Typhimurium	
2340	2	14	410	14	37	19	8	Paratyphi	
2522	2	7	43	7	105	394	442	Bonn	
2640	2	513	23	64	38	61	12	Menston	
2641	156	70	68	686	61	12	149		
2923	46	122	3	18	472	138	1		
2924	33	26	30	282	21	229	625		
2935	119	433	17	42	5	13	4	Anatum	
2936	10	7	12	9	112	564	2	Typhimurium	
2939	18	7	8	9	39	9	481	Typhimurium	
2979	17	101	8	439	6	117	12		
2980	114	101	8	439	6	117	12		
3054	426	399	68	21	136	9	432	Saphra	
3088	13	11	25	197	12	433	4	Minnesota	
